text,label,reason,current_label,category,video_id,ts
vamos meu são Paulo voltar a glória,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:22:25.863-03:00
__________________________________________________ACHO QUE O VAR TA QUERENDO,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:53:27.460-03:00
"Boa, juiza",0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:10:02.962-03:00
acho que o Palmeiras não fez o Pix para o juiz kkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:05:33.817-03:00
Eu se fosse o treinador do São Paulo tirava o time do campo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:51:22.984-03:00
novo confuso sobrinho,0,chatgpt,0,,V580YrkHCB8,2026-03-01T23:35:44.075-03:00
jogo roubado de mais,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:30:04.657-03:00
kkkkkk marcou para compensar,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:58:04.502-03:00
o choro é livre foi nada,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:47:30.949-03:00
chora são-paulinos,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:51:41.063-03:00
roubo demaiss,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:01:47.654-03:00
AQUI É TODOS CORINTHIANS,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:16:05.968-03:00
Tentaram garfar o verdão,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:30:44.713-03:00
VERGONHA ROUBO CLARO,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:00:07.040-03:00
kkkkkk BORRAA VERDÃO,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:05:34.171-03:00
Cabouuu,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:29:35.630-03:00
resenha?,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:25:14.629-03:00
"Kkkkk gente sou tricolor, mas isso não foi pênalti",0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:00:53.492-03:00
que o flamengo tome goleada o ano todo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:22:23.523-03:00
roubarão e perderão kkkkkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:32:49.973-03:00
fora Luan e Luciano coloca Danielzinho e cauly,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:28:54.710-03:00
impossivel ser mineirao,0,chatgpt,0,,V580YrkHCB8,2026-03-02T00:24:12.328-03:00
foi nada...,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:13:50.822-03:00
chora muito e joga nada,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:22:12.112-03:00
"VERDÃO NÃO É O MELHOR DE TODOS, NEM AQUI E NEM NA CHINA ! FOI VICE EM TUDO ANO PASSADO, E ATÉ O ABEL FICOU CHORANDO,",0,chatgpt,0,,V580YrkHCB8,2026-03-01T23:03:03.409-03:00
Compro arbitragem,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:53:36.511-03:00
Não sei porque ficar molhando gramado sintético,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:28:21.171-03:00
"A juizinha até tentou mais o São Paulo não jogou nada, o Carlos Miguel não fez uma defesa kkk",0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:33:13.637-03:00
arbitragem uma bosta,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:37:14.452-03:00
Roubado até o Vasco ganha jogo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:50:43.347-03:00
chora sousa você não disse que abel era chorão,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:41:24.249-03:00
Vai Palmeiras Campeão Mundial,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:55:21.249-03:00
"ACABOU A ERA PALMEIRAS E FLAMENGO, TUDO IGUALADO",0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:23:12.412-03:00
desgracaaaaaaaaaaaaaaaaaaaa,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:23:10.866-03:00
vamos pra cima,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:06:46.041-03:00
Criatividade monstra na esquete em,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:38:04.674-03:00
Curintia acesso negado,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:28:58.608-03:00
@camillaapequenasereia3334 deus te de em dobro,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:56:28.566-03:00
POR MAIS JUÍZAS ASSIM,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:21:05.470-03:00
vamos pra cima deles PALMEIRAS,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:14:45.990-03:00
porque a tv.caze nao passa.os.jovos,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:41:04.301-03:00
Paulista não é mundial,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:50:38.067-03:00
Única torcida 100% em torcida é a fiel,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:02:40.781-03:00
"terceira vez SEGUIDA que o Palmeiras rouba em choque rei, vergonha de arbitragem.",0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:51:42.163-03:00
chorraaaa naoooooo trikaassss,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:28:29.100-03:00
jogo muito,0,chatgpt,0,,V580YrkHCB8,2026-03-01T18:30:18.923-03:00
essa juíza tá é fumando,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:02:09.963-03:00
Kkkkkkkkkkkkkkkkkkkkkkkkkkmkkkkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:09:57.385-03:00
velho cego maluco,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:55:36.400-03:00
INCRIVEL RESENHA KAKAKAKAKAA,0,chatgpt,0,,V580YrkHCB8,2026-03-02T00:02:42.510-03:00
não São Paulo é Palmeiras jogando,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:28:40.649-03:00
chama ambas,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:48:59.628-03:00
GOOOOOL PALMEIRAS,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:59:10.915-03:00
Nunca que isso foi pênalti!!!,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:00:06.403-03:00
Boraa Spfc,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:51:15.733-03:00
meu verdão,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:40:44.659-03:00
Crespo e doido começar com luan,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:31:25.541-03:00
quem acha que foi pênalti para o são Paulo juro eu acho que foi,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:10:06.324-03:00
"Mano, essa arbitra é um desastre",0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:15:49.602-03:00
menor de sp vs maior vice de sp,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:41:49.029-03:00
"esses caras não sabe de futebol não e,mão na cara independentemente e falta",0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:07:45.623-03:00
Nao é possível,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:13:08.457-03:00
vamoooooooio,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:59:32.703-03:00
djsjjsjsjsjsisndydu o caleri falo kkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:31:31.326-03:00
isso e uma vergonha mais uma ves o juiz decide,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:16:54.565-03:00
O cara do Bragantino sempre esteve certo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:01:50.655-03:00
SÓ GANHA SE FOR NO PÊNALTI,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:59:02.129-03:00
chuta que é o da Fiorentina,0,chatgpt,0,,V580YrkHCB8,2026-03-02T00:39:39.844-03:00
Sou tricolor poxaaaa,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:35:03.179-03:00
"sou corintiano mas foi pênalti claríssimo, é uma vergonha essa arbitragem",0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:48:13.830-03:00
saaaaaaaaaaaaaaa,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:09:38.174-03:00
1x0 bebê bebê,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:33:54.292-03:00
pênalti foi claro. não deu por que não quis. ela já decidiu o jogo. manda ela pegar a taça e entregar para o Palmeiras. Roubo deslavado,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:55:45.928-03:00
VAO CHORAR DE ROUBO PRA LAAAA,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:29:59.641-03:00
Da-Lhe Tricolor,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:08:11.436-03:00
tem q entender lanche não pênalti claro,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:49:37.419-03:00
tava demorando,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:45:18.213-03:00
limite seu furebis,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:46:28.883-03:00
Sem mundial! 51 é pinga!,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:37:11.107-03:00
Odi muito baixa,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:05:16.047-03:00
costaaaaaaaaaaasss,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:22:07.876-03:00
time horroroso esse do São Paulo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:02:00.477-03:00
𝐬𝐚𝐢,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:19:55.856-03:00
51 e pinga porquinhos aqui e são Paulo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:13:14.392-03:00
CAZÉ E TRIKA,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:58:40.637-03:00
GREEEEEEN,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:00:49.569-03:00
pq hipócrita? nao deu um penal descarado,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:03:31.387-03:00
"palmeiras acima de 1,5 primeiro tempo",0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:36:21.661-03:00
vcs são mais,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:54:38.471-03:00
DANILOOOOOOOOOOOOOOOI,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:33:01.270-03:00
cor,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:06:01.870-03:00
Belo gol do Maurício,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:40:05.872-03:00
"foi pênalti o caramba, comentaristas são tendenciosos",0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:46:24.023-03:00
goooooooooooolllllllllllllll,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:21:43.333-03:00
São Paulo rumo à vitória.,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:22:56.914-03:00
EU QUERO ASSINATURA MARCOLAA,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:24:28.510-03:00
Cazé me dá sua camisa,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:18:33.633-03:00
Souza empana,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:07:35.264-03:00
Ia perder a bola e chutou na juíza kkkkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:45:08.654-03:00
"Vão começar a chorar, PQP! que ódio! Não estão jogando nada e vão começar falar desse pênalti até a morte",0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:45:35.481-03:00
vai scccp,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:23:11.685-03:00
cera do diabo kkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:25:28.872-03:00
SP SP SP SP,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:19:58.728-03:00
são Paulo com Luan um a menos,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:41:57.996-03:00
palmeiras vs filho do palmeiras,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:13:12.575-03:00
GOOOOOOOOLLLLL,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:39:40.300-03:00
e vai ter copa?,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:39:01.408-03:00
independente Sorocaba,0,chatgpt,0,,V580YrkHCB8,2026-03-01T18:50:43.994-03:00
COMP RE UM Su guardo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:11:53.649-03:00
Sou Corinthians e foi muito pênalti!!!,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:07:04.615-03:00
Os cara não saber nem criar música que copiou do rival,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:29:29.405-03:00
L E A N D R OOOOIIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO GOLLLLLLLLLLLLLL,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:07:26.964-03:00
tricolor time da fé,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:49:43.846-03:00
tá de sacanagem esse cara kkkkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:07:48.365-03:00
são Paulo vai para fim,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:39:05.933-03:00
Vaaaiiii Corinthians,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:58:02.666-03:00
Em jogo grande chama responsabilidade e pq n chamou na final da liberta,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:42:15.938-03:00
Alguém da Cazé TV me explica porque esse relógio marcando no estilo FIFA e não Brasil referência?!?!,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:44:33.730-03:00
queria saber qual o critério pra ser um árbitro Fifa,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:19:59.939-03:00
Sem mundial sem mundial Sem mundial sem mundial Sem mundial sem mundial Sem mundial sem mundial Sem Sem mundial sem mundial sem mundial,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:04:12.647-03:00
beltrao sempre interrompe,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:44:55.227-03:00
tá fumando,0,chatgpt,0,,V580YrkHCB8,2026-03-01T23:36:17.164-03:00
Mais antes jogos da bundesliga Alemanha,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:26:35.207-03:00
carregar o caze é um PESO em,0,chatgpt,0,,V580YrkHCB8,2026-03-02T00:48:37.519-03:00
"hei vcs da Tv Casé estão mais calmos, não adiantou secar o Palmeiras na transmissão, foi muito bom a arbitra ter dado o pênalti, se não os vcs teriam assunto pro resto do ano.",0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:40:17.453-03:00
choro previsto pra uma semana,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:30:43.554-03:00
vai sair 3x1,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:45:20.546-03:00
akkakakakakaka,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:15:31.489-03:00
q festa feia essa mdss,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:22:45.418-03:00
são Paulo tá jogando mal,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:36:41.932-03:00
toda hora pede pênalti,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:21:39.324-03:00
Boraaaaa palestraaaaaaaaa,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:36:03.852-03:00
e o gremio,0,chatgpt,0,,V580YrkHCB8,2026-03-01T23:38:37.250-03:00
144P kkkkkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:19:13.971-03:00
esse jogo era pro maik entrar de titular Danielzinho tbm,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:41:32.897-03:00
3a1,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:54:26.638-03:00
já do verde tem como não sp,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:24:03.909-03:00
"São Paulo deve ter feito pacto com o capeta véi, pq não é possível que todo jogo é isso",0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:48:22.475-03:00
Carlos Miguel nem jogou hj,0,chatgpt,0,,V580YrkHCB8,2026-03-01T23:26:49.445-03:00
51 é mundial prr,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:08:17.022-03:00
var ta pago,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:29:36.334-03:00
Vamos para final Palmeiras,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:00:12.031-03:00
verdão vai amassar,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:53:16.756-03:00
ROUBA PRA AJUDAR AS TRIKAS GANHAR DAS PORCAS SUJAS,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:00:07.591-03:00
LUAN É FERA,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:02:31.637-03:00
signal iduna park eu acho,0,chatgpt,0,,V580YrkHCB8,2026-03-02T00:20:11.342-03:00
É só chutar no Carlos Miguel que ele aceita,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:53:47.402-03:00
pjjhg o que significa a pessoa 8,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:39:56.540-03:00
O zagueiro do bragantino estava certo.,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:30:11.651-03:00
clássico dos enzos,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:35:39.887-03:00
quem é do São Paulo que tá assistindo essa Live eu concordo São Paulo melhor de todos,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:09:27.006-03:00
dois lixos,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:58:45.028-03:00
placar vai ficar 3 a 1,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:08:03.651-03:00
"Auf geht's Palmeiras, wir folgen aus Berlin!",0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:12:19.441-03:00
Torcedor do Sao Paulo “Vamo gente!”,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:06:40.944-03:00
bora são paulo 3 x1 palmeras,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:15:36.473-03:00
VAI CORINTHIANS KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:56:54.888-03:00
gollllllll do Palmeiras,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:19:05.239-03:00
vamo palmeiras poha,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:39:12.965-03:00
juíza e palmeirense,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:30:11.628-03:00
palmeiras hoje perde,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:49:43.301-03:00
cazé TV,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:16:53.794-03:00
GGGOOOOOOOL,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:49:54.674-03:00
"errou em 2 penalty, mas no mais foi perfeito!",0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:59:35.459-03:00
NEM TOCOU KAKAKAKAKKA,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:25:12.498-03:00
",mundial",0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:29:42.341-03:00
vai corinthiansss vai corinthiansss,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:29:54.933-03:00
modinha dmais seloco,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:24:06.981-03:00
2 cartões primeiro tempo vm,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:35:13.884-03:00
2x0 tricolor,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:24:21.821-03:00
Futebol acabou,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:00:40.480-03:00
Tem q jogar contra a arbitragem também aí é foda,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:52:35.747-03:00
"Etcha Caze veio, sempre causando jogão!",0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:22:36.943-03:00
movimento natural,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:07:40.993-03:00
"Vamos São Paulo, 2 a 0 basta.",0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:23:56.243-03:00
você já pensou que a nossa bandeira do Brasil tem Verde,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:39:03.685-03:00
eu tô torcendo pro juiz sou Corinthians,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:46:17.948-03:00
"Essa cidadã não tem condições de ser arbitra, que vergonha.",0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:52:53.733-03:00
deixa aberto pra gente kleivin,0,chatgpt,0,,V580YrkHCB8,2026-03-01T23:36:13.887-03:00
ELIMINAAAAADOOOOOOSSSS,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:33:05.653-03:00
Mais 2 escanteios é difícil,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:07:41.761-03:00
BELT SO TEM ESSA ROUPA?????,0,chatgpt,0,,V580YrkHCB8,2026-03-01T23:07:46.983-03:00
kkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:08:24.314-03:00
palmeiras ta roubando,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:56:16.755-03:00
"até no futebol de rua e pênalti , kkkkkkkkkkkkkkkkkkk",0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:52:51.772-03:00
PARABENS FPF,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:02:04.602-03:00
"São Paulo vai virar, virar o butico pro Palmeiras encerrar",0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:06:30.623-03:00
grande clássico PAL SÃO,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:15:17.227-03:00
CHORA ANTIS,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:32:56.672-03:00
vamos meu tricolor querido smp estarei contigo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:09:18.074-03:00
Em foi pra cartão isso aí,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:13:54.793-03:00
Não deram o pênalti dado em qualquer joguinho fumeiro por aí (como manda a regra); e no domínio de bola do Flaco Lopes a bola pega claramente na mão fo atacante... Vergonhoso isso!,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:56:28.655-03:00
vamooooooooooooooooooooooooo palmeiras,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:40:16.924-03:00
nao da pra dizer q ela ta roubando. pq ta ruim pros 2,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:11:29.659-03:00
Fooi pênalti,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:44:51.513-03:00
sem mundial sem mundial,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:57:33.636-03:00
Deus me livre Vitor Roque na seleção kkkkkkkkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:40:29.533-03:00
1x0 time masculino,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:42:16.831-03:00
aeeeeeeeeee,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:58:45.043-03:00
Allan ou Allan?,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:37:20.169-03:00
palmeiras é mt pequeno bi rebaixado,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:42:30.061-03:00
os cara xingando a arbitragem kkkkkkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:14:16.484-03:00
O MAIOR DO BRASIL SE PALMEIRAS,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:32:45.973-03:00
o choro é livre,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:55:10.540-03:00
palmeiras merecedor,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:18:54.285-03:00
Deixa o LIKE,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:32:13.389-03:00
PISCINEIRO,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:10:15.879-03:00
Narradores são bons Palmeirenses,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:51:29.236-03:00
não colocar arbitra sem experiência para apitar uma semi,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:19:40.319-03:00
Polemica tem varias mas ai federação?,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:41:23.032-03:00
JOAOOOOOOOOOOO PIETRAAAAAAAAA,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:45:43.232-03:00
vergonha kkkkkkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:14:17.682-03:00
que frieza,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:00:51.083-03:00
"semifinal e final não pode colocar arbitragem feminina,Isso não é preconceito,Mas o jogo é muito pegado até se a arbitragem fosse masculina",0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:35:37.298-03:00
PQ O SAO PAULO SO PERDE ?????,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:33:17.391-03:00
PRA CIMA DELES TRICOLORRRRRRRRRRRRR,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:23:46.296-03:00
Luciano ruim dms,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:40:50.018-03:00
NAADAA,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:58:26.082-03:00
3 x 1 pro meu palmeiras,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:05:06.711-03:00
são Paulo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:20:13.142-03:00
Varmeiras sem mundial e trikas sem tradição na copa do Brasil,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:18:13.642-03:00
São Paulo vai virar não já viraram Trikas do Morumbis,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:32:14.257-03:00
rapaz o juiz não marca mão não kkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:50:55.641-03:00
primeiro gol foi roubado,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:35:17.067-03:00
"SOU PALMEIRAS MAS FOI PÊNALTI SEM DÚVIDAS, AQUELE JOGADOR DO BRAGANTINO ESTAVA CORRETÍSSIMO QUANDO FALOU O QUE FALOU",0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:48:15.062-03:00
olá Boa noite,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:45:53.954-03:00
MAIOR CAMPEÃO PAULISTA,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:28:14.231-03:00
são Paulo ra já agua,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:16:20.016-03:00
SÂO PAULO NN TEM CAPACIDADE DE FAZER GOL,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:47:40.884-03:00
finalmente,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:58:13.371-03:00
sssss,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:54:16.197-03:00
vai corinthians PALMEIRAS N TEM MUNDIAL vai corinthians PALMEIRAS N TEM MUNDIAL..vai corinthians PALMEIRAS N TEM MUNDIAL vai corinthians PALMEIRAS N TEM MUNDIAL..vai corinthians PALMEIRAS N TEM MUNDIA,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:56:51.017-03:00
era para ser 8 a 10 mminutos....,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:25:08.897-03:00
Vamo pro Lima porco hoje em ouvinte apoia vamos sair vencedor vamos lutar sem parar,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:34:53.538-03:00
